0.117527	0.301035	what
0.306189	0.537120	should
0.537120	0.691761	I
0.723720	0.983517	do
1.416512	1.577338	where
1.577338	1.774248	should
1.774248	1.915487	I
1.937136	2.256728	go
2.667042	2.883539	why
2.883539	3.057768	is
3.057768	3.240245	it
3.240245	3.459835	this
3.473237	3.722725	way
3.929944	4.072213	and
4.064997	4.271185	not
4.369124	4.662942	that
5.111401	5.269135	who
5.288723	5.422745	is?
5.451611	5.889761	listening
6.391828	6.578429	who
6.600078	6.703172	is
6.783586	7.171219	watching
