-0.0630122, 0.3867188, -0.3115845, 0.1386596, 11.4096623
-0.0643877, 0.3867188, -0.3115845, 0.1253888, 0.7964620
-0.0647973, 0.3867188, -0.3115845, 0.1214371, 0.4845473
-0.0651847, 0.3867188, -0.3115845, 0.1177002, 0.4444112
-0.0655730, 0.3867188, -0.3115845, 0.1142547, 0.4164377
-0.0659402, 0.3867188, -0.3115845, 0.1109965, 0.3511559
-0.0662881, 0.3717762, -0.3115845, 0.1079154, 0.3319932
-0.0669282, 0.3705444, -0.3115845, 0.1022465, 0.3848480
-0.0672443, 0.3705444, -0.3115845, 0.0996410, 0.2582175
-0.0675173, 0.3867188, -0.3115845, 0.0971771, 12.1522398
-0.0680196, 0.3867188, -0.3115845, 0.0937500, 0.2912369
-0.0682172, 0.3867188, -0.3115845, 0.0937500, 0.2369562
-0.0684534, 0.3867188, -0.3115845, 0.0937500, 0.2318700
-0.0688879, 0.3867188, -0.3115845, 0.0937500, 7.8435324
-0.0901538, 0.3705444, -0.3115845, 0.0937500, 3.0334590
-0.0791823, 0.3902420, -0.3115845, 0.0937500, 11.7064086
-0.0695610, 0.3902420, -0.3115845, 0.0937500, 0.5068584
-0.0698472, 0.3902420, -0.3115845, 0.0937500, 0.5993670
-0.0700298, 0.3705444, -0.3115845, 0.0937500, 0.6808869
-0.0703657, 0.3705444, -0.3115845, 0.0937500, 0.6774348
-0.0703782, 0.3705444, -0.3115845, 0.0937500, 0.4101107
-0.0704917, 0.3705444, -0.3115845, 0.0937500, 5.6326413
-0.0705991, 0.3705444, -0.3115845, 0.0937500, 0.5305159
-0.0705988, 0.3705444, -0.3115845, 0.0937500, 0.2866415
-0.0705984, 0.3705444, -0.3115845, 0.0937500, 0.2970079
-0.0705504, 0.3705444, -0.3115845, 0.0937500, 0.4504992
-0.0706045, 0.3705444, -0.3115845, 0.0937500, 0.2165231
-0.0707041, 0.3705444, -0.3115845, 0.0937500, 0.2148002
-0.0707714, 0.3705444, -0.3115845, 0.0937500, 0.1680809
-0.0707638, 0.3705444, -0.3115845, 0.0937500, 0.4425524
-0.0707498, 0.3705444, -0.3115845, 0.0937500, 0.4169660
-0.0707433, 0.3705444, -0.3115845, 0.0937500, 0.3681264
-0.0708447, 0.3705444, -0.3115845, 0.0937500, 0.3372892
-0.0709405, 0.3705444, -0.3115845, 0.0937500, 0.3402432
-0.0710035, 0.3705444, -0.3115845, 0.0937500, 0.3081012
-0.0710630, 0.3705444, -0.3115845, 0.0937500, 0.2587805
-0.0712407, 0.3705444, -0.3115845, 0.0937500, 2.2246852
-0.0713224, 0.3705444, -0.3115845, 0.0937500, 2.7446977
-0.0713737, 0.3705444, -0.3115845, 0.0937500, 0.0750032
-0.0714682, 0.3705444, -0.3115845, 0.0937500, 7.9249127
-0.0901538, 0.3705444, -0.3115845, 0.0937500, 5.5793314
-0.0901538, 0.3705444, -0.3115845, 0.0937500, 6.1517837
-0.0901538, 0.3705444, -0.3115845, 0.0937500, 0.3778598
-0.0901538, 0.3705444, -0.3115845, 0.0937500, 0.3804275
-0.0901538, 0.3705444, -0.3115845, 0.0937500, 0.3801798
-0.0892604, 0.3705444, -0.3115845, 0.0937500, 0.3381996
-0.0884156, 0.3705444, -0.3115845, 0.0937500, 0.3277005
-0.0875779, 0.3705444, -0.3115845, 0.0937500, 0.2737546
-0.0860367, 0.3705444, -0.3115845, 0.0937500, 4.1259745
-0.0852973, 0.3705444, -0.3115845, 0.0937500, 0.0714510
-0.0840072, 0.3705444, -0.3115845, 0.0937500, 0.8455455
-0.0834143, 0.3705444, -0.3115845, 0.0937500, 0.4197120
-0.0828535, 0.3930122, -0.3115845, 0.0937500, 11.3300346
-0.0818218, 0.3930122, -0.3115845, 0.0937500, 9.3958504
-0.0813617, 0.3930122, -0.3115845, 0.0937500, 6.3248158
-0.0809112, 0.3930122, -0.3115845, 0.0937500, 0.2772938
-0.0804852, 0.3930122, -0.3115845, 0.0937500, 0.2734179
-0.0800824, 0.3930122, -0.3115845, 0.0937500, 0.2454388
-0.0797015, 0.3930122, -0.3115845, 0.0937500, 0.2882767
-0.0793251, 0.3930122, -0.3115845, 0.0937500, 0.2435428
-0.0786327, 0.3930122, -0.3115845, 0.0937500, 4.4046698
-0.0783550, 0.3930122, -0.3115845, 0.0937500, 7.5255295
-0.0779484, 0.3930122, -0.3115845, 0.0937500, 0.1375242
-0.0775639, 0.3930122, -0.3115845, 0.0937500, 0.1308914
-0.0773442, 0.3930122, -0.3115845, 0.0937500, 0.0383154
-0.0769401, 0.3930122, -0.3115845, 0.0937500, 0.0644314
-0.0765919, 0.3930122, -0.3115845, 0.0937500, 0.0567178
-0.0762626, 0.3930122, -0.3115845, 0.0937500, 0.0443957
-0.0761137, 0.3930122, -0.3115845, 0.0937500, 0.4867985
-0.0759729, 0.3930122, -0.3115845, 0.0937500, 0.4260661
-0.0758419, 0.3930122, -0.3115845, 0.0937500, 0.4053077
-0.0756009, 0.3705444, -0.3115845, 0.0937500, 4.8790711
-0.0753255, 0.3705444, -0.3115845, 0.0937500, 0.3274690
-0.0750650, 0.3705444, -0.3115845, 0.0937500, 1.8106499
-0.0748187, 0.3705444, -0.3115845, 0.0937500, 0.3066620
-0.0745858, 0.3705444, -0.3115845, 0.0937500, 8.6611751
