0.2402890, 0.3447591, 0.0000000
0.2402890, 0.3447591, 0.0000000
0.2402890, 0.3447591, 0.0000000
0.2402890, 0.3447591, 0.0000000
0.2402890, 0.3496094, 404.2095893
0.2402890, 0.3496094, 0.0000000
0.2402890, 0.3496094, 0.0000000
0.2402890, 0.3496094, 269.8196387
0.2402890, 0.3496094, 0.0000000
0.2437860, 0.3496094, 108.2675929
0.2437860, 0.3496094, 0.0000000
0.2364026, 0.3496094, 0.0000000
0.2364026, 0.3496094, 0.0000000
0.2390511, 0.3496094, 0.0032933
0.2390511, 0.3496094, 0.0000000
0.2390511, 0.3725107, 0.0000000
0.2390511, 0.3725107, 0.0000000
0.2390511, 0.3725107, 282.2533723
0.2390511, 0.3725107, 0.0000000
0.2390511, 0.3725107, 0.0000000
0.2390511, 0.3725107, 0.0000000
0.2534214, 0.3447591, 0.0000000
0.2534214, 0.3447591, 0.0000000
0.2533685, 0.3414782, 184.6815977
0.2533685, 0.3414782, 0.0000000
0.2531404, 0.3339146, 215.3831309
0.2531404, 0.3339146, 0.0000000
0.2571104, 0.3666476, 0.2008226
0.2571104, 0.3666476, 0.0000000
0.2552933, 0.3666582, 17.5542433
0.2552933, 0.3666582, 0.0000000
0.2392756, 0.3820452, 0.2337251
0.2392756, 0.3820452, 0.0000000
0.2606108, 0.3171601, 227.9871843
0.2606108, 0.3171601, 0.0000000
0.2325794, 0.3464429, 0.4489288
0.2325794, 0.3464429, 0.0000000
0.2312838, 0.3641507, 133.9853482
0.2312838, 0.3641507, 0.0000000
0.2317508, 0.3641855, 155.5886406
0.2317508, 0.3641855, 0.0000000
0.2628101, 0.3429688, 0.2038805
0.2628101, 0.3429688, 0.0000000
0.2470755, 0.2954414, 184.6100712
0.2470755, 0.2954414, 0.0000000
0.2433140, 0.3235894, 72.1682325
0.2433140, 0.3235894, 0.0000000
0.2469197, 0.3183594, 73.1397303
0.2469197, 0.3183594, 0.0000000
0.2467598, 0.3226191, 0.1860249
0.2467598, 0.3226191, 0.0000000
0.2656250, 0.3128534, 81.0227696
0.2656250, 0.3128534, 0.0000000
0.2539063, 0.2729779, 0.2487379
0.2539063, 0.2729779, 0.0000000
0.2531167, 0.3047343, 0.0239836
0.2531167, 0.3047343, 0.0000000
0.2508309, 0.2627279, 4.7301837
0.2508309, 0.2627279, 0.0000000
0.2500000, 0.2901626, 21.8800716
0.2500000, 0.2901626, 0.0000000
0.2432732, 0.2631772, 0.4437526
0.2946285, 0.2822591, 59.5780737
0.2946285, 0.2822591, 0.0000000
0.2536621, 0.3085938, 0.0669557
0.2536621, 0.3085938, 0.0000000
0.2729636, 0.3085938, 8.7458670
0.2729636, 0.3085938, 0.0000000
0.2981728, 0.3130064, 7.9690273
0.2984538, 0.3088356, 37.2199418
0.2984538, 0.3088356, 0.0000000
0.2997940, 0.3272208, 4.8860743
0.2997940, 0.3272208, 0.0000000
0.2999283, 0.3088356, 35.6568422
0.2999283, 0.3088356, 0.0000000
0.3021940, 0.3446801, 150.3278316
0.3021940, 0.3446801, 0.0000000
0.2910615, 0.3444382, 104.5844356
0.2727865, 0.2900716, 182.1355737
0.2727865, 0.2900716, 0.0000000
0.2742460, 0.2987883, 0.6445912
0.2742460, 0.2987883, 0.0000000
0.2866826, 0.3262370, 176.9851991
0.2866826, 0.3262370, 0.0000000
0.2783713, 0.3174154, 0.2801810
0.2783713, 0.3174154, 0.0000000
0.2654410, 0.3189048, 254.1975525
0.2654410, 0.3189048, 0.0000000
0.2537760, 0.3085938, 246.3801021
0.2537760, 0.3085938, 0.0000000
0.2661705, 0.3087661, 0.0396314
0.2661705, 0.3087661, 0.0000000
0.2661705, 0.2993420, 40.0677085
0.2661705, 0.2993420, 0.0000000
0.2657278, 0.3002692, 21.3999981
0.2657278, 0.3002692, 0.0000000
0.2715872, 0.2903134, 0.0056517
